T4_MAIN_SWORD:Adept's Broadsword
T4_MAIN_SWORD@1:Adept's Broadsword
T4_MAIN_SWORD@2:Adept's Broadsword
T4_MAIN_SWORD@3:Adept's Broadsword
T4_MAIN_SWORD@4:Adept's Broadsword
T5_MAIN_SWORD:Expert's Broadsword
T5_MAIN_SWORD@1:Expert's Broadsword
T5_MAIN_SWORD@2:Expert's Broadsword
T5_MAIN_SWORD@3:Expert's Broadsword
T5_MAIN_SWORD@4:Expert's Broadsword
T6_MAIN_SWORD:Master's Broadsword
T6_MAIN_SWORD@1:Master's Broadsword
T6_MAIN_SWORD@2:Master's Broadsword
T6_MAIN_SWORD@3:Master's Broadsword
T6_MAIN_SWORD@4:Master's Broadsword
T7_MAIN_SWORD:Grandmaster's Broadsword
T7_MAIN_SWORD@1:Grandmaster's Broadsword
T7_MAIN_SWORD@2:Grandmaster's Broadsword
T7_MAIN_SWORD@3:Grandmaster's Broadsword
T7_MAIN_SWORD@4:Grandmaster's Broadsword
T8_MAIN_SWORD:Elder's Broadsword
T8_MAIN_SWORD@1:Elder's Broadsword
T8_MAIN_SWORD@2:Elder's Broadsword
T8_MAIN_SWORD@3:Elder's Broadsword
T8_MAIN_SWORD@4:Elder's Broadsword
T4_2H_CLAYMORE:Adept's Claymore
T4_2H_CLAYMORE@1:Adept's Claymore
T4_2H_CLAYMORE@2:Adept's Claymore
T4_2H_CLAYMORE@3:Adept's Claymore
T4_2H_CLAYMORE@4:Adept's Claymore
T5_2H_CLAYMORE:Expert's Claymore
T5_2H_CLAYMORE@1:Expert's Claymore
T5_2H_CLAYMORE@2:Expert's Claymore
T5_2H_CLAYMORE@3:Expert's Claymore
T5_2H_CLAYMORE@4:Expert's Claymore
T6_2H_CLAYMORE:Master's Claymore
T6_2H_CLAYMORE@1:Master's Claymore
T6_2H_CLAYMORE@2:Master's Claymore
T6_2H_CLAYMORE@3:Master's Claymore
T6_2H_CLAYMORE@4:Master's Claymore
T7_2H_CLAYMORE:Grandmaster's Claymore
T7_2H_CLAYMORE@1:Grandmaster's Claymore
T7_2H_CLAYMORE@2:Grandmaster's Claymore
T7_2H_CLAYMORE@3:Grandmaster's Claymore
T7_2H_CLAYMORE@4:Grandmaster's Claymore
T8_2H_CLAYMORE:Elder's Claymore
T8_2H_CLAYMORE@1:Elder's Claymore
T8_2H_CLAYMORE@2:Elder's Claymore
T8_2H_CLAYMORE@3:Elder's Claymore
T8_2H_CLAYMORE@4:Elder's Claymore
T7_2H_CLAYMORE_AVALON@3:Grandmaster's Kingmaker
T7_2H_CLAYMORE_AVALON@4:Grandmaster's Kingmaker
T8_2H_CLAYMORE_AVALON:Elder's Kingmaker
T8_2H_CLAYMORE_AVALON@1:Elder's Kingmaker
T8_2H_CLAYMORE_AVALON@2:Elder's Kingmaker
T8_2H_CLAYMORE_AVALON@3:Elder's Kingmaker
T8_2H_CLAYMORE_AVALON@4:Elder's Kingmaker
T4_MAIN_SWORD_CRYSTAL:Adept's Infinity Blade
T4_MAIN_SWORD_CRYSTAL@1:Adept's Infinity Blade
T4_MAIN_SWORD_CRYSTAL@2:Adept's Infinity Blade
T4_MAIN_SWORD_CRYSTAL@3:Adept's Infinity Blade
T4_MAIN_SWORD_CRYSTAL@4:Adept's Infinity Blade
T5_MAIN_SWORD_CRYSTAL:Expert's Infinity Blade
T5_MAIN_SWORD_CRYSTAL@1:Expert's Infinity Blade
T5_MAIN_SWORD_CRYSTAL@2:Expert's Infinity Blade
T5_MAIN_SWORD_CRYSTAL@3:Expert's Infinity Blade
T5_MAIN_SWORD_CRYSTAL@4:Expert's Infinity Blade
T6_MAIN_SWORD_CRYSTAL:Master's Infinity Blade
T6_MAIN_SWORD_CRYSTAL@1:Master's Infinity Blade
T6_MAIN_SWORD_CRYSTAL@2:Master's Infinity Blade
T6_MAIN_SWORD_CRYSTAL@3:Master's Infinity Blade
T6_MAIN_SWORD_CRYSTAL@4:Master's Infinity Blade
T7_MAIN_SWORD_CRYSTAL:Grandmaster's Infinity Blade
T7_MAIN_SWORD_CRYSTAL@1:Grandmaster's Infinity Blade
T7_MAIN_SWORD_CRYSTAL@2:Grandmaster's Infinity Blade
T7_MAIN_SWORD_CRYSTAL@3:Grandmaster's Infinity Blade
T7_MAIN_SWORD_CRYSTAL@4:Grandmaster's Infinity Blade
T8_MAIN_SWORD_CRYSTAL:Elder's Infinity Blade
T8_MAIN_SWORD_CRYSTAL@1:Elder's Infinity Blade
T8_MAIN_SWORD_CRYSTAL@2:Elder's Infinity Blade
T8_MAIN_SWORD_CRYSTAL@3:Elder's Infinity Blade
T8_MAIN_SWORD_CRYSTAL@4:Elder's Infinity Blade
